Year,ISO Code 3,Countries,Economic Freedom Summary Index,Rank,Quartile,1A Government consumption,1B  Transfers and subsidies,1C  Government investment,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,1D  Top marginal tax rate,1E State ownership,1  Size of Government,Area 1 Rank,2A  Judicial independence,2B  Impartial courts,2C  Property rights,2D  Military interference,2E Legal integrity,2F Contracts,2G Real property,2H Police and crime,Gender Disparity Index,2  Legal System & Property Rights -- With Gender Adjustment,Area 2 Rank,2 Legal System & Property Rights - No Gender Adjustment,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation,3D  Foreign currency bank accounts,3  Sound Money,Area 3 Rank,4Ai  Trade tax revenue,4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4A  Tariffs,4Bi  Non-tariff trade barriers,4Bii  Costs of importing and exporting,4B  Regulatory trade barriers,4C  Black market exchange rates,4Di  Financial openness,4Dii  Capital controls,4Div Protection of Foreign Assets,4D  Controls of the movement of capital and people,4  Freedom to trade internationally,Area 4 Rank,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5A  Credit market regulation,5Bi  Labor regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Flexible wage determination,5Biv  Hours Regulations,5Bv Cost of worker dismissal,5Bvi  Conscription,5Bvii Foreign Labor,5B  Labor market regulations,5Ci  Regulatory Burden,5Cii  Bureacracy costs,5Ciii  Impartial Public Administration,5Civ Tax compliance,5C  Business regulations,5Di  Market openness,5D Freedom to enter markets and compete,5  Regulation,Area 5 Rank,World Bank Region,"World Bank Current Income Classification, 1990-present"
2021.0,BGD,Bangladesh,5.81,132.0,4.0,9.44705882352941,9.23433242506812,7.545714285714286,9.0,9.0,9.0,6.364999999999999,8.318421106862363,11.0,3.2218519651111115,3.174821184124298,3.846377234218386,4.166666666666667,3.6116666666666664,0.4705741722183155,2.666150215283954,3.341008425,0.7647058823529411,2.7021084407304476,152.0,3.0623895661611744,9.187205438889286,9.607866002558069,8.890869138453052,0.0,6.921485144975102,134.0,7.49699157641396,7.199999999999999,6.248,6.9816638588046525,5.316125551666667,0.0,2.6580627758333333,10.0,3.3175088465213776,0.0,5.249897340833334,2.141851546838678,5.445394545369166,143.0,5.0,9.08739355648099,10.0,8.029131185493663,8.75,4.433031065065583,6.276840368333333,10.0,1.3660621301311653,10.0,3.787757555833333,6.373384445623345,3.8787186150000004,2.8888888888888884,1.4725,3.811971493251272,3.01301974928504,5.551661908052927,5.252183341416058,5.666929680454526,129.0,South Asia,LM
2021.0,BRB,Barbados,6.94,72.0,2.0,7.685294117647059,6.645776566757494,10.0,8.0,3.0,5.5,6.705,7.30721413688091,46.0,7.309686719333333,5.919534316848856,6.6755318641666666,6.62005895128762,7.7155000000000005,2.0873746083076834,7.575837557584652,5.7000001275,0.8823529411764706,5.779289437813941,58.0,6.1404950276773125,9.532349891281713,9.588070596720495,9.399999999999999,5.0,8.380105122000552,88.0,8.006666666666666,7.659999999999999,1.9036,5.856755555555555,5.778985420833333,6.1640375663730795,5.971511493603206,10.0,4.227001130799295,0.0,7.171127511530506,2.8495321605824504,6.169449802435302,115.0,8.0,10.0,10.0,9.333333333333334,6.95,4.782750660364671,6.366666953333334,8.0,5.683031065065583,10.0,4.268707434166666,6.5787365875614645,3.2638887566666663,6.888888888888889,7.262499999999999,6.149276160628866,5.891138451546105,5.477763222467955,6.409133754494673,7.053085531733894,47.0,Latin America & the Caribbean,H
2021.0,BLR,Belarus,6.23,109.0,3.0,4.597058823529411,5.722070844686648,10.0,10.0,5.0,7.5,3.415,6.246825933643212,101.0,3.5180772183333335,3.306572316487633,0.0,5.0,3.60525,3.4851525627189295,9.905503812536242,7.5,0.8823529411764706,4.273006577656016,118.0,4.540069488759517,8.390614186022445,9.187583055084206,8.107943220753791,10.0,8.92153511546511,72.0,8.453333333333333,8.66,6.7303999999999995,7.947911111111111,2.5,9.70083015901557,6.100415079507785,10.0,1.5322331353964327,1.5384615384615385,0.0,0.7676736684644928,6.203999964770847,113.0,2.0,8.97199984625237,9.0,6.657333282084124,7.5,6.377588076917052,6.418538047400738,10.0,7.755176153834103,1.0,4.415809336112958,6.174762261144018,3.8371419359935195,4.222222222222222,2.495,5.7822437802118305,4.166488667478018,5.555651811515404,5.048383007918624,5.511741804656196,137.0,Europe & Central Asia,UM
2021.0,BEL,Belgium,7.43,46.0,2.0,2.0794117647058825,1.4904632152588562,10.0,2.0,0.0,1.0,7.970000000000001,4.507974995992948,162.0,7.719848312777779,7.294172127354431,8.928054570833332,10.0,8.261916666666668,6.855012584227286,4.899304649349012,7.551051775833333,1.0,7.688670085880229,20.0,7.688670085880229,7.1315235205892025,9.743703435962757,9.511950297711838,10.0,9.09679431356595,57.0,8.6,8.98,6.6096,8.0632,7.821803093333332,9.981656882461547,8.90172998789744,10.0,10.0,3.8461538461538463,8.927206992916666,5.693340209767628,8.164567549416267,38.0,8.0,7.911919865983749,10.0,8.637306621994583,6.95,7.5,5.847580433333333,6.0,10.0,10.0,6.806086301666667,7.5862381050000005,3.50340565,7.777777777777778,9.5075,6.737765800188903,6.88161230699167,8.071060918035476,7.676953864495094,7.695527724620336,22.0,Europe & Central Asia,H
2021.0,BLZ,Belize,5.91,126.0,4.0,5.461764705882352,8.431259972149354,1.8885714285714283,9.0,5.2113740959894805,9.0,6.701154513530619,6.195399026650783,104.0,4.492780536000001,3.9739521470514934,4.866360833333333,6.62005895128762,5.658882706489075,1.6645327804790968,7.288231811471952,2.5,0.8823529411764706,3.887977742484059,126.0,4.130976351389313,9.268634250334781,8.773195198687473,9.352872681525866,0.0,6.84867553263703,137.0,7.4733333333333345,7.62,4.097599999999999,6.396977777777778,4.448119999999999,6.089961659457844,5.2690408297289215,10.0,3.3175088465213776,0.0,5.0,2.0793772116303444,5.936348954784261,125.0,10.0,4.61042492279395,10.0,8.20347497426465,6.383333333333333,5.773212426026233,6.418538047400738,8.0,6.546424852052466,10.0,4.422124166666666,6.854182463013117,3.7170012800000003,4.666666666666667,5.82059381443299,7.926114504615947,5.436594150427538,5.150725823619705,6.249933796837471,6.6860463461356945,75.0,Latin America & the Caribbean,LM
2021.0,BEN,Benin,6.41,98.0,3.0,7.941176470588235,9.771474636055576,10.0,5.0,2.0,3.5,8.73,7.9885302213287614,20.0,5.528252001333333,3.7688237622748053,4.082032008888889,6.62005895128762,6.07,1.0246044340726717,6.614473294104395,5.837049881666667,0.8823529411764706,4.426922404348337,112.0,4.703605054620108,9.584226538538276,9.353647676806748,9.653292074611935,0.0,7.14779157248924,122.0,5.84,7.58,7.047599999999999,6.8225333333333325,3.815759023333334,5.160078759008006,4.48791889117067,10.0,1.5322331353964327,0.7692307692307693,3.858638802916667,1.5400256768859673,5.712619475347493,133.0,10.0,9.751569995613625,10.0,9.917189998537875,6.383333333333333,6.284053749993475,7.603227296666667,8.0,7.56810749998695,1.0,5.663318634166667,6.071720073449584,4.537825981666667,4.222222222222222,7.7725,4.736740926845617,5.317322282683627,4.293806645093146,5.83983403247102,6.7865165967855265,64.0,Sub-Saharan Africa,LM
2021.0,BTN,Bhutan,6.62,87.0,3.0,4.273529411764706,9.463215258855586,2.7342857142857144,7.0,8.0,7.5,5.295,5.8532060769812,128.0,6.4001192546666665,5.907654374527079,5.770924641111111,6.62005895128762,7.7045,6.182677417452105,6.901202526638388,8.98471872,1.0,6.835970990627907,33.0,6.835970990627907,8.085978509788937,9.000993070728981,8.530632280338084,0.0,6.404400965214,149.0,9.200000000000001,8.059999999999999,6.6632,7.974399999999999,5.183095535,9.501185608331593,7.342140571665796,10.0,3.612222271427993,0.0,4.471090237083334,2.0208281271278317,6.834342174698407,83.0,5.0,9.391504444699505,9.0,7.797168148233169,7.5,7.5,6.418538047400738,10.0,10.0,10.0,5.0,8.333333333333334,2.542555873336661,4.444444444444445,7.5275,7.208557511836934,5.43076445740451,6.769233773521682,7.163503645833306,7.18119239620108,41.0,South Asia,LM
2021.0,BOL,Bolivia,6.08,117.0,3.0,5.194117647058824,8.836512261580381,0.0,10.0,10.0,10.0,5.6775,5.941625981727841,120.0,3.421523465222222,2.6276077494253016,2.9890498705555557,4.166666666666667,4.284916666666668,3.4957881461499203,6.754125810417803,3.8595644633333333,1.0,3.9499053548046836,125.0,3.9499053548046836,9.683446659078431,8.673879965407972,9.852523255709537,10.0,9.552462470048985,14.0,9.237933285149454,7.640000000000001,6.224,7.700644428383151,4.9765835208333336,3.045000261683657,4.010791891258496,10.0,3.4848563373088837,4.615384615384616,3.269249387827935,2.842372585130359,6.138452226193001,118.0,8.0,4.915024104099093,10.0,7.638341368033031,1.8,1.25,5.010523001666667,8.0,6.224402059641781,3.0,4.7265227633333335,3.9645076275,1.8514025216666665,2.8888888888888884,6.092499999999999,0.0,2.7081978526388886,3.960882604584579,4.9315780710320976,4.810656229801005,151.0,Latin America & the Caribbean,LM
2021.0,BIH,Bosnia and Herzegovina,6.66,82.0,2.0,5.311764705882353,5.386920980926431,9.657142857142857,10.0,3.0,6.5,6.9350000000000005,6.758165708790328,72.0,4.128767608666667,3.161009489326185,4.379671501974622,6.62005895128762,5.157500000000001,3.1465284049908506,7.6620993776055535,6.0010244450000005,0.8823529411764706,4.522568178495983,106.0,4.805228689651982,8.912151868000286,9.312866471212192,9.603672198824768,5.0,8.207172634509313,92.0,10.0,8.72,5.7504,8.156799999999999,4.343914985833333,9.58639200937294,6.965153497603136,10.0,3.3175088465213776,3.076923076923077,6.079258521250001,3.1184226111736137,7.060094027194188,74.0,10.0,10.0,9.0,9.666666666666666,5.283333333333333,6.252875641031427,7.075497309999999,10.0,7.505751282062835,10.0,4.371619423333334,7.212725284251561,1.8359824016666662,4.888888888888889,2.885,3.946483410864995,3.3890886753551372,6.190331396239325,6.795691477141104,6.766043025853617,68.0,Europe & Central Asia,UM
2021.0,BWA,Botswana,6.84,77.0,2.0,0.0,8.275204359673026,7.817142857142858,9.0,9.0,9.0,6.8325000000000005,6.384969443363177,95.0,6.827671590555556,5.782550036895021,5.7615093391666665,8.333333333333334,6.617166666666666,3.7440528266736095,7.813293277547565,5.356069417223146,0.8823529411764706,5.9100760574190065,53.0,6.279455811007695,9.390679502652223,9.193787881436185,8.5518044688231,10.0,9.284067963227876,38.0,4.885361552028219,8.459999999999999,5.626399999999999,6.3239205173427395,2.8472707979129606,9.39586156364535,6.121566180779156,10.0,6.623714004169437,5.384615384615384,3.196503917083333,3.8012083264670387,6.561673756147234,95.0,8.0,9.954236084175067,10.0,9.318078694725022,5.0,1.8917823668472193,5.7649787266666666,10.0,3.7835647336944387,10.0,1.9442832466666669,5.483515581982141,4.152344068333333,5.777777777777779,7.3875,4.327440411931386,5.411265564510625,2.7392259474524594,3.9981621935514933,6.052755508692321,108.0,Sub-Saharan Africa,UM
2021.0,BRA,Brazil,6.58,90.0,3.0,4.75,5.4659400544959125,10.0,8.0,2.0,5.0,7.5249999999999995,6.5481880108991835,81.0,5.172420095444445,4.798753049609324,6.194345355,5.833333333333333,5.021333333333333,3.0544174829221853,8.235676985250599,3.1773306925,1.0,5.1859512909241525,75.0,5.1859512909241525,8.47014488627951,8.678378538480526,8.339668048828647,10.0,8.872047868397171,74.0,8.792517006802722,7.340000000000001,6.1164,7.41630566893424,4.519023895,7.865689956166691,6.192356925583345,10.0,4.567508846521378,2.307692307692308,6.34941279875,3.3061534882409216,6.7287040206896265,87.0,5.0,8.670388493683605,7.0,6.890129497894534,3.6166666666666663,6.063312738453826,5.478095213333334,6.0,7.126625476907652,3.0,4.696132938333333,5.140119004813544,1.1366814366666667,6.222222222222222,5.629999999999999,1.25,3.5597259147222218,7.355941620970954,6.751254285299709,5.585307175682502,133.0,Latin America & the Caribbean,UM
2021.0,BRN,Brunei Darussalam,7.12,59.0,2.0,0.0,7.661867970163644,10.0,10.0,10.0,10.0,6.701154513530619,6.666666666666667,76.0,5.625269124999999,4.557111728947492,5.2674555775,8.333333333333334,6.666666666666667,4.585551762864455,4.80277325762963,8.235974311666666,0.7058823529411765,5.12555123950235,78.0,6.009266970451031,9.791631863700733,5.851793396558689,9.653317223098806,10.0,8.824185620839557,78.0,7.887443450590738,9.940000000000001,8.9404,9.4402,6.298835277499999,2.337278106508876,4.318056692004438,10.0,9.454406247375463,6.153846153846154,6.3152998687499995,5.480888067492904,7.309786189874336,66.0,6.938251366120219,8.669040478492917,7.0,7.834520239246459,8.75,7.5,7.823137441666667,10.0,10.0,10.0,4.247898061666667,8.33157650047619,3.8877757383333327,8.444444444444445,5.82059381443299,9.705755180219981,7.34599178766592,6.8280885405728196,7.130261354070171,7.660587470364685,26.0,East Asia & Pacific,H
2021.0,BGR,Bulgaria,7.46,43.0,2.0,4.552941176470588,4.877384196185287,9.148571428571426,10.0,7.0,8.5,6.887499999999999,6.793279360245461,70.0,5.6021533266666665,4.460484524148011,5.154532108933045,8.333333333333334,5.504,3.7919659137193404,8.720523023242663,4.880761901666666,1.0,5.805969266463715,56.0,5.805969266463715,8.862520323794607,9.389521913482437,9.340451129400979,10.0,9.398123341669507,28.0,8.6,8.98,6.6096,8.0632,6.461341778333333,9.849468419446257,8.155405098889794,10.0,8.13344657421112,4.615384615384616,6.400752067916667,6.999908640681615,8.304628434892853,23.0,10.0,8.085731075128983,9.0,9.028577025042994,5.283333333333333,7.125862692305685,7.180484136666667,6.0,9.251725384611369,10.0,5.112391313333333,7.136256694321484,4.5161469783333335,5.333333333333333,5.114999999999999,3.7783435138478425,4.685705956378627,6.063278825194931,7.2148935860655525,7.016358315452164,49.0,Europe & Central Asia,UM
2021.0,BFA,Burkina Faso,6.14,115.0,3.0,5.3514571764984575,9.564032697547683,6.982857142857143,9.0,4.0,6.5,7.7749999999999995,7.234669403380657,50.0,4.856644416666668,3.2984688960627766,4.748750966111111,3.3333333333333335,6.101916666666666,2.319597576591825,4.822087364306646,3.78814322324031,0.8235294117647058,3.791680940192498,129.0,4.158617805372417,8.723063962679628,8.677679478810248,9.269293425571586,0.0,6.667509216765366,142.0,7.693333333333333,7.58,7.047599999999999,7.440311111111111,6.4653337,3.6009122136831015,5.0331229568415505,10.0,3.3175088465213776,0.7692307692307693,5.286009583333334,2.34318729977137,6.204155341931007,112.0,10.0,7.864236513384046,10.0,9.288078837794682,5.833333333333334,6.471122403840627,6.868846416666666,6.0,7.942244807681256,10.0,5.787272055833332,6.986117002479317,3.7726549299999994,4.222222222222222,6.195,4.736740926845617,4.73165451976696,6.028384853065468,6.236882120507523,6.810683120137121,62.0,Sub-Saharan Africa,L
2021.0,BDI,Burundi,5.4,148.0,4.0,3.2029411764705884,10.0,9.122857142857143,8.0,5.0,6.5,4.7375,6.712659663865546,74.0,4.096810704888889,2.5387595374605283,3.705191939444445,6.62005895128762,2.7775,1.4032593954652872,8.546312702086471,3.9361703400000003,0.8235294117647058,3.5173283327719087,136.0,3.857714945620803,6.62723270733581,7.281028663371645,8.31909230984732,10.0,8.056838420138693,99.0,5.069444444444445,7.440000000000001,5.135999999999999,5.881814814814814,4.77355063,1.1423946438278152,2.9579726369139077,2.5646123260437377,1.25,1.5384615384615385,3.1935814025,1.4955107352403845,3.224977628253211,164.0,5.0,0.0,10.0,5.0,8.75,6.377588076917052,7.445652484999999,8.0,7.755176153834103,10.0,5.125447909166667,7.63626637498826,4.911347628333333,2.4444444444444446,3.21,4.949718129734012,3.878877550627948,4.3026781029960315,5.519605505604588,5.508687357805199,138.0,Sub-Saharan Africa,L
2021.0,CPV,Cabo Verde,7.38,48.0,2.0,3.567647058823529,8.618528610354224,10.0,8.0,4.0,6.0,7.625,7.162235133835551,52.0,6.266071498444446,6.025497421236929,5.295641971666667,6.62005895128762,7.439,5.529290816259186,8.917749765613031,5.275652010833333,1.0,6.3927004977219415,43.0,6.3927004977219415,9.396087303783208,9.520493944772229,9.627569405010727,10.0,9.63603766339154,6.0,6.771589991928975,7.959999999999999,4.736800000000001,6.489463330642991,5.055860280833333,6.655636225516384,5.855748253174858,10.0,7.200469970703125,9.230769230769232,5.478976766250001,5.47755399193059,6.95569139393711,77.0,10.0,7.3087346439100065,10.0,9.102911547970002,4.45,5.0331606086089025,6.651941140000001,8.0,5.066321217217804,1.0,5.506600936666667,5.101146271784768,4.534355401666667,6.444444444444444,6.397500000000001,6.491160617897078,5.966865116002047,6.143823289601501,6.80477072758782,6.743923415836159,71.0,Sub-Saharan Africa,LM
